"player","salary","year_end","team_id","fran_id"
"Ramon Sessions",2328652,2018,"NYK","Knicks"
"Randell Jackson",287500,1999,"WAS","Wizards"
"Randell Jackson",115500,2000,"DAL","Mavericks"
"Randolph Childress",682000,1996,"POR","Trailblazers"
"Randolph Childress",784000,1997,"POR","Trailblazers"
"Randolph Childress",760000,1998,"DET","Pistons"
"Randolph Childress",866320,1999,"DET","Pistons"
"Randolph Keys",322000,1991,"CHA","Hornets"
"Randolph Keys",363000,1996,"MIL","Bucks"
"Randolph Morris",810000,2008,"NYK","Knicks"
"Randolph Morris",797581,2009,"ATL","Hawks"
"Randolph Morris",855189,2010,"ATL","Hawks"
"Randy Breuer",1150000,1991,"MIN","Timberwolves"
"Randy Breuer",1250000,1992,"MIN","Timberwolves"
"Randy Breuer",150000,1994,"SAC","Kings"
"Randy Brown",210000,1992,"SAC","Kings"
"Randy Brown",250000,1993,"SAC","Kings"
"Randy Brown",597000,1994,"SAC","Kings"
"Randy Brown",7e+05,1995,"SAC","Kings"
"Randy Brown",9e+05,1996,"CHI","Bulls"
"Randy Brown",1300000,1997,"CHI","Bulls"
"Randy Brown",1260000,1998,"CHI","Bulls"
"Randy Brown",1320000,1999,"CHI","Bulls"
"Randy Brown",2250000,2001,"BOS","Celtics"
"Randy Brown",2475000,2002,"BOS","Celtics"
"Randy Brown",2700000,2003,"PHO","Suns"
"Randy Foye",2448240,2007,"MIN","Timberwolves"
"Randy Foye",2631840,2008,"MIN","Timberwolves"
"Randy Foye",2815560,2009,"MIN","Timberwolves"
"Randy Foye",3575761,2010,"WAS","Wizards"
"Randy Foye",4250000,2011,"LAC","Clippers"
"Randy Foye",4250000,2012,"LAC","Clippers"
"Randy Foye",2500000,2013,"UTA","Jazz"
"Randy Foye",3e+06,2014,"DEN","Nuggets"
"Randy Foye",3135000,2015,"DEN","Nuggets"
"Randy Foye",3270000,2016,"OKC","Thunder"
"Randy Foye",2500000,2017,"BKN","Nets"
"Randy Holcomb",52033,2006,"CHI","Bulls"
"Randy Livingston",220000,1997,"HOU","Rockets"
"Randy Livingston",287500,1999,"PHO","Suns"
"Randy Livingston",20000,2001,"GSW","Warriors"
"Randy White",730000,1991,"DAL","Mavericks"
"Randy White",855000,1992,"DAL","Mavericks"
"Randy White",930000,1993,"DAL","Mavericks"
"Randy White",922000,1994,"DAL","Mavericks"
"Randy Wittman",5e+05,1991,"IND","Pacers"
"Randy Wittman",550000,1992,"IND","Pacers"
"Randy Wittman",3e+05,1993,"IND","Pacers"
"Randy Woods",5e+05,1993,"LAC","Clippers"
"Randy Woods",650000,1994,"LAC","Clippers"
"Randy Woods",8e+05,1995,"LAC","Clippers"
"Randy Woods",5e+05,1998,"DEN","Nuggets"
"Rashad McCants",1538400,2006,"MIN","Timberwolves"
"Rashad McCants",1653720,2007,"MIN","Timberwolves"
"Rashad McCants",1769160,2008,"MIN","Timberwolves"
"Rashad McCants",2620126,2009,"SAC","Kings"
"Rashad Vaughn",1733040,2016,"MIL","Bucks"
"Rashad Vaughn",1811040,2017,"MIL","Bucks"
"Rashad Vaughn",1889040,2018,"MIL","Bucks"
"Rashard Lewis",287500,1999,"OKC","Thunder"
"Rashard Lewis",385000,2000,"OKC","Thunder"
"Rashard Lewis",3920000,2001,"OKC","Thunder"
"Rashard Lewis",4413375,2002,"OKC","Thunder"
"Rashard Lewis",6233766,2003,"OKC","Thunder"
"Rashard Lewis",7012987,2004,"OKC","Thunder"
"Rashard Lewis",7792208,2005,"OKC","Thunder"
"Rashard Lewis",8571429,2006,"OKC","Thunder"
"Rashard Lewis",9350649,2007,"OKC","Thunder"
"Rashard Lewis",14880000,2008,"ORL","Magic"
"Rashard Lewis",16447871,2009,"ORL","Magic"
"Rashard Lewis",18876000,2010,"ORL","Magic"
"Rashard Lewis",19573711,2011,"WAS","Wizards"
"Rashard Lewis",21136631,2012,"WAS","Wizards"
"Rashard Lewis",13700000,2013,"NOP","Pelicans"
"Rashard Lewis",1352181,2013,"MIA","Heat"
"Rashard Lewis",1399507,2014,"MIA","Heat"
"Rasheed Wallace",1493000,1996,"WAS","Wizards"
"Rasheed Wallace",2060000,1997,"POR","Trailblazers"
"Rasheed Wallace",2329080,1998,"POR","Trailblazers"
"Rasheed Wallace",12600000,2001,"POR","Trailblazers"
"Rasheed Wallace",14400000,2002,"POR","Trailblazers"
"Rasheed Wallace",16200000,2003,"POR","Trailblazers"
"Rasheed Wallace",1.7e+07,2004,"POR","Trailblazers"
"Rasheed Wallace",9720000,2005,"DET","Pistons"
"Rasheed Wallace",10860000,2006,"DET","Pistons"
"Rasheed Wallace",11650000,2007,"DET","Pistons"
"Rasheed Wallace",12540000,2008,"DET","Pistons"
"Rasheed Wallace",13930000,2009,"DET","Pistons"
"Rasheed Wallace",5854000,2010,"BOS","Celtics"
"Rasheed Wallace",6322320,2011,"BOS","Celtics"
"Rasheed Wallace",1352181,2013,"NYK","Knicks"
"Rasho Nesterovic",1050240,2000,"MIN","Timberwolves"
"Rasho Nesterovic",1123560,2001,"MIN","Timberwolves"
"Rasho Nesterovic",1725788,2002,"MIN","Timberwolves"
"Rasho Nesterovic",2436813,2003,"MIN","Timberwolves"
"Rasho Nesterovic",5600000,2004,"SAS","Spurs"
"Rasho Nesterovic",7280000,2007,"TOR","Raptors"
"Rasho Nesterovic",7840000,2008,"TOR","Raptors"
"Rasho Nesterovic",8400000,2009,"IND","Pacers"
"Rasho Nesterovic",1990000,2010,"TOR","Raptors"
"Rastko Cvetkovic",2e+05,1996,"DEN","Nuggets"
"Rasual Butler",349458,2003,"MIA","Heat"
"Rasual Butler",563679,2004,"MIA","Heat"
"Rasual Butler",1200000,2005,"MIA","Heat"
"Rasual Butler",1300000,2006,"NOP","Pelicans"
"Rasual Butler",3e+06,2007,"NOP","Pelicans"
"Rasual Butler",3315000,2008,"NOP","Pelicans"
"Rasual Butler",3630000,2009,"NOP","Pelicans"
"Rasual Butler",3945000,2010,"LAC","Clippers"
"Rasual Butler",2400000,2011,"LAC","Clippers"
"Rasual Butler",1229255,2012,"TOR","Raptors"
"Rasual Butler",1448490,2015,"WAS","Wizards"
"Rasual Butler",1499187,2016,"SAS","Spurs"
"Ratko Varda",332817,2002,"DET","Pistons"
"Ratko Varda",124984,2003,"WAS","Wizards"
"Raul Lopez",578160,2003,"UTA","Jazz"
"Raul Lopez",621520,2004,"UTA","Jazz"
"Raul Lopez",997320,2005,"UTA","Jazz"
"Raul Lopez",1744313,2006,"MEM","Grizzlies"
"Raul Neto",1e+06,2016,"UTA","Jazz"
"Raul Neto",937800,2017,"UTA","Jazz"
"Raul Neto",1471382,2018,"UTA","Jazz"
"Rawle Marshall",398762,2006,"DAL","Mavericks"
"Ray Allen",1785000,1997,"MIL","Bucks"
"Ray Allen",2052360,1998,"MIL","Bucks"
"Ray Allen",2320000,1999,"MIL","Bucks"
"Ray Allen",9e+06,2000,"MIL","Bucks"
"Ray Allen",10130000,2001,"MIL","Bucks"
"Ray Allen",11250000,2002,"MIL","Bucks"
"Ray Allen",12375000,2003,"MIL","Bucks"
"Ray Allen",13500000,2004,"OKC","Thunder"
"Ray Allen",14625000,2005,"OKC","Thunder"
"Ray Allen",13223140,2006,"OKC","Thunder"
"Ray Allen",14611570,2007,"OKC","Thunder"
"Ray Allen",18388430,2009,"BOS","Celtics"
"Ray Allen",18776860,2010,"BOS","Celtics"
"Ray Allen",1e+07,2011,"BOS","Celtics"
"Ray Allen",1e+07,2012,"BOS","Celtics"
"Ray Allen",3090000,2013,"MIA","Heat"
"Ray Allen",3229050,2014,"MIA","Heat"
"Ray McCallum",816482,2015,"SAC","Kings"
"Ray McCallum",947276,2016,"SAS","Spurs"
"Ray McCallum",111444,2016,"MEM","Grizzlies"
"Ray McCallum",119494,2017,"CHA","Hornets"
"Ray McCallum",11949,2017,"DET","Pistons"
"Ray Owes",220000,1997,"GSW","Warriors"
"Raymond Felton",7500000,2011,"DEN","Nuggets"
"Raymond Felton",7560000,2012,"POR","Trailblazers"
"Raymond Felton",3480453,2013,"NYK","Knicks"
"Raymond Felton",3637073,2014,"NYK","Knicks"
"Raymond Felton",3793693,2015,"DAL","Mavericks"
"Raymond Felton",3950313,2016,"DAL","Mavericks"
"Raymond Felton",1551659,2017,"LAC","Clippers"
"Raymond Felton",2328652,2018,"OKC","Thunder"
"Reece Gaines",1353120,2004,"ORL","Magic"
"Reece Gaines",1454640,2005,"HOU","Rockets"
"Reece Gaines",1556160,2006,"MIL","Bucks"
"Reggie Bullock",1149000,2014,"LAC","Clippers"
"Reggie Bullock",1200720,2015,"PHO","Suns"
"Reggie Bullock",1252440,2016,"DET","Pistons"
"Reggie Bullock",2255644,2017,"DET","Pistons"
"Reggie Bullock",2500000,2018,"DET","Pistons"
"Reggie Evans",349458,2003,"OKC","Thunder"
"Reggie Evans",7e+05,2004,"OKC","Thunder"
"Reggie Evans",880000,2005,"OKC","Thunder"
"Reggie Evans",1100000,2006,"OKC","Thunder"
"Reggie Evans",4640000,2009,"PHI","Sixers"
"Reggie Evans",4960000,2010,"TOR","Raptors"
"Reggie Evans",5080000,2011,"TOR","Raptors"
"Reggie Evans",1229255,2012,"LAC","Clippers"
"Reggie Evans",1622617,2013,"BKN","Nets"
"Reggie Evans",1695635,2014,"BKN","Nets"
"Reggie Evans",1768653,2015,"SAC","Kings"
"Reggie Geary",220000,1997,"CLE","Cavaliers"
"Reggie Geary",272250,1998,"SAS","Spurs"
"Reggie Jackson",1156320,2012,"OKC","Thunder"
"Reggie Jackson",1243080,2013,"OKC","Thunder"
"Reggie Jackson",1260360,2014,"OKC","Thunder"
"Reggie Jackson",2204370,2015,"DET","Pistons"
"Reggie Jackson",1.4e+07,2016,"DET","Pistons"
"Reggie Jackson",14956522,2017,"DET","Pistons"
"Reggie Jackson",1.6e+07,2018,"DET","Pistons"
"Reggie Jordan",247500,1997,"POR","Trailblazers"
"Reggie Jordan",272250,1998,"MIN","Timberwolves"
"Reggie Jordan",510000,2000,"WAS","Wizards"
"Reggie Lewis",4e+05,1991,"BOS","Celtics"
"Reggie Lewis",3340000,1992,"BOS","Celtics"
"Reggie Lewis",3320000,1993,"BOS","Celtics"
"Reggie Miller",654000,1991,"IND","Pacers"
"Reggie Miller",3211000,1992,"IND","Pacers"
"Reggie Miller",3211000,1993,"IND","Pacers"
"Reggie Miller",3011000,1994,"IND","Pacers"
"Reggie Miller",3211000,1996,"IND","Pacers"
"Reggie Miller",11250000,1997,"IND","Pacers"
"Reggie Miller",10670000,2001,"IND","Pacers"
"Reggie Miller",12045075,2002,"IND","Pacers"
"Reggie Miller",12046473,2003,"IND","Pacers"
"Reggie Miller",5e+06,2004,"IND","Pacers"
"Reggie Miller",5500000,2005,"IND","Pacers"
"Reggie Miller",6e+06,2006,"IND","Pacers"
"Reggie Slater",150000,1995,"DEN","Nuggets"
"Reggie Slater",350000,1998,"TOR","Raptors"
"Reggie Slater",673500,2001,"MIN","Timberwolves"
"Reggie Slater",523793,2002,"ATL","Hawks"
"Reggie Slater",122218,2002,"BKN","Nets"
"Reggie Slater",321926,2003,"MIN","Timberwolves"
"Reggie Smith",275000,1993,"POR","Trailblazers"
"Reggie Smith",358000,1994,"POR","Trailblazers"
"Reggie Theus",765000,1991,"BKN","Nets"
"Reggie Williams",425000,1992,"DEN","Nuggets"
"Reggie Williams",985000,1993,"DEN","Nuggets"
"Reggie Williams",1258000,1994,"DEN","Nuggets"
"Reggie Williams",1567500,1995,"DEN","Nuggets"
"Reggie Williams",1853000,1996,"DEN","Nuggets"
"Reggie Williams",2048000,1997,"BKN","Nets"
"Reggie Williams",762195,2011,"GSW","Warriors"
"Reggie Williams",947907,2014,"HOU","Rockets"
"Reggie Williams",125104,2015,"SAS","Spurs"
"Reggie Williams",252676,2017,"NOP","Pelicans"
"Reggie Williams",50000,2017,"OKC","Thunder"
"Renaldo Balkman",1280640,2008,"NYK","Knicks"
"Renaldo Balkman",1369920,2009,"DEN","Nuggets"
"Renaldo Balkman",2112417,2010,"DEN","Nuggets"
"Renaldo Balkman",1675000,2011,"NYK","Knicks"
"Renaldo Balkman",1675000,2012,"NYK","Knicks"
"Renaldo Balkman",1675000,2013,"NYK","Knicks"
"Renaldo Major",20133,2007,"GSW","Warriors"
"Rex Chapman",675000,1991,"CHA","Hornets"
"Rex Chapman",940000,1992,"CHA","Hornets"
"Rex Chapman",2004000,1993,"WAS","Wizards"
"Rex Chapman",2004000,1994,"WAS","Wizards"
"Rex Chapman",2004500,1995,"WAS","Wizards"
"Rex Chapman",2004000,1996,"MIA","Heat"
"Rex Chapman",247500,1997,"PHO","Suns"
"Rex Chapman",326700,1998,"PHO","Suns"
"Rex Chapman",2800000,1999,"PHO","Suns"
"Rex Chapman",3500000,2001,"PHO","Suns"
"Rex Chapman",3850000,2002,"PHO","Suns"
"Rex Walters",650000,1994,"BKN","Nets"
"Rex Walters",1040000,1996,"PHI","Sixers"
"Rex Walters",1235000,1997,"PHI","Sixers"
"Rex Walters",1430000,1998,"PHI","Sixers"
"Rex Walters",1625000,1999,"PHI","Sixers"
"Rex Walters",537500,1999,"MIA","Heat"
"Rich King",6e+05,1992,"OKC","Thunder"
"Rich King",6e+05,1993,"OKC","Thunder"
"Rich King",7e+05,1994,"OKC","Thunder"
"Rich King",8e+05,1995,"OKC","Thunder"
"Rich Manning",247500,1997,"MEM","Grizzlies"
"Richard Coffey",150000,1991,"MIN","Timberwolves"
"Richard Dumas",140000,1993,"PHO","Suns"
"Richard Dumas",1300000,1994,"PHO","Suns"
"Richard Dumas",225000,1996,"PHI","Sixers"
"Richard Hamilton",1836240,2000,"WAS","Wizards"
"Richard Hamilton",1973880,2001,"WAS","Wizards"
"Richard Hamilton",2111640,2002,"WAS","Wizards"
"Richard Hamilton",2681783,2003,"DET","Pistons"
"Richard Hamilton",6500000,2004,"DET","Pistons"
"Richard Hamilton",7812500,2005,"DET","Pistons"
"Richard Hamilton",8625000,2006,"DET","Pistons"
"Richard Hamilton",9187500,2007,"DET","Pistons"
"Richard Hamilton",1e+07,2008,"DET","Pistons"
"Richard Hamilton",10812500,2009,"DET","Pistons"
"Richard Hamilton",11625000,2010,"DET","Pistons"
"Richard Hamilton",12500000,2012,"DET","Pistons"
"Richard Hamilton",5e+06,2012,"CHI","Bulls"
"Richard Hamilton",5e+06,2013,"CHI","Bulls"
"Richard Hamilton",1e+06,2014,"CHI","Bulls"
"Richard Jefferson",1379400,2002,"BKN","Nets"
"Richard Jefferson",1482840,2003,"BKN","Nets"
"Richard Jefferson",1586280,2004,"BKN","Nets"
"Richard Jefferson",2266794,2005,"BKN","Nets"
"Richard Jefferson",10200000,2006,"BKN","Nets"
"Richard Jefferson",11200000,2007,"BKN","Nets"
"Richard Jefferson",12200000,2008,"BKN","Nets"
"Richard Jefferson",13200000,2009,"MIL","Bucks"
"Richard Jefferson",14200000,2010,"SAS","Spurs"
"Richard Jefferson",8400000,2011,"SAS","Spurs"
"Richard Jefferson",9282000,2012,"SAS","Spurs"
"Richard Jefferson",10164000,2013,"GSW","Warriors"
"Richard Jefferson",11046000,2014,"UTA","Jazz"
"Richard Jefferson",1448490,2015,"DAL","Mavericks"
"Richard Jefferson",1499000,2016,"CLE","Cavaliers"
"Richard Jefferson",2500000,2017,"CLE","Cavaliers"
"Richard Jefferson",2500000,2018,"ATL","Hawks"
"Richard Jefferson",2328652,2018,"DEN","Nuggets"
"Richard Petruska",150000,1994,"HOU","Rockets"
"Richard Petruska",55000,1995,"HOU","Rockets"
"Richaun Holmes",1050000,2016,"PHI","Sixers"
"Richaun Holmes",1025831,2017,"PHI","Sixers"
"Richaun Holmes",1471382,2018,"PHI","Sixers"
"Richie Frahm",366931,2004,"OKC","Thunder"
"Richie Frahm",695046,2005,"POR","Trailblazers"
"Richie Frahm",719373,2006,"MIN","Timberwolves"
"Richie Frahm",623694,2008,"LAC","Clippers"
"Rick Brunson",5000,1998,"ORL","Magic"
"Rick Brunson",350000,1999,"NYK","Knicks"
"Rick Brunson",16000,2001,"MIA","Heat"
"Rick Brunson",590850,2002,"POR","Trailblazers"
"Rick Brunson",699935,2003,"CHI","Bulls"
"Rick Brunson",813679,2004,"CHI","Bulls"
"Rick Brunson",932546,2005,"LAC","Clippers"
"Rick Brunson",1029873,2006,"OKC","Thunder"
"Rick Calloway",125000,1991,"SAC","Kings"
"Rick Fox",525000,1992,"BOS","Celtics"
"Rick Fox",650000,1993,"BOS","Celtics"
"Rick Fox",755000,1994,"BOS","Celtics"
"Rick Fox",1750000,1995,"BOS","Celtics"
"Rick Fox",1750000,1996,"BOS","Celtics"
"Rick Fox",1750000,1997,"BOS","Celtics"
"Rick Fox",1e+06,1998,"LAL","Lakers"
"Rick Fox",1750000,1999,"LAL","Lakers"
"Rick Fox",3033000,2000,"LAL","Lakers"
"Rick Fox",3400000,2001,"LAL","Lakers"
"Rick Fox",3791250,2002,"LAL","Lakers"
"Rick Fox",4340231,2003,"LAL","Lakers"
"Rick Fox",4734797,2004,"LAL","Lakers"
"Rick Fox",4800000,2005,"BOS","Celtics"
"Rick Hughes",115423,2000,"DAL","Mavericks"
"Rick Mahorn",1330000,1991,"PHI","Sixers"
"Rick Mahorn",5e+05,1993,"BKN","Nets"
"Rick Mahorn",650000,1994,"BKN","Nets"
"Rick Mahorn",4e+05,1996,"BKN","Nets"
"Rick Mahorn",4e+05,1997,"DET","Pistons"
"Rick Mahorn",480000,1998,"DET","Pistons"
"Rick Mahorn",1e+06,1999,"PHI","Sixers"
"Rick Mahorn",510000,2000,"PHI","Sixers"
"Rickey Green",120000,1991,"PHI","Sixers"
"Rickey Green",315000,1992,"BOS","Celtics"
"Rickey Green",130000,1992,"PHI","Sixers"
"Ricky Blanton",8000,1993,"CHI","Bulls"
"Ricky Davis",680000,1999,"CHA","Hornets"
"Ricky Davis",939360,2001,"MIA","Heat"
"Ricky Davis",1496400,2002,"CLE","Cavaliers"
"Ricky Davis",4546000,2003,"CLE","Cavaliers"
"Ricky Davis",5000600,2004,"BOS","Celtics"
"Ricky Davis",5455200,2005,"BOS","Celtics"
"Ricky Davis",5909800,2006,"BOS","Celtics"
"Ricky Davis",6364400,2007,"MIN","Timberwolves"
"Ricky Davis",6819000,2008,"MIA","Heat"
"Ricky Davis",2300000,2009,"LAC","Clippers"
"Ricky Davis",2484000,2010,"LAC","Clippers"
"Ricky Ledo",816482,2015,"DAL","Mavericks"
"Ricky Ledo",96056,2015,"NYK","Knicks"
"Ricky Pierce",1100000,1991,"OKC","Thunder"
"Ricky Pierce",1750000,1992,"OKC","Thunder"
"Ricky Pierce",2e+06,1993,"OKC","Thunder"
"Ricky Pierce",2100000,1994,"OKC","Thunder"
"Ricky Pierce",2500000,1995,"GSW","Warriors"
"Ricky Pierce",1e+06,1996,"IND","Pacers"
"Ricky Pierce",1200000,1997,"DEN","Nuggets"
"Ricky Pierce",510000,2000,"MIL","Bucks"
"Ricky Rubio",3480120,2012,"MIN","Timberwolves"
"Ricky Rubio",3741120,2013,"MIN","Timberwolves"
"Ricky Rubio",4002120,2014,"MIN","Timberwolves"
"Ricky Rubio",5070686,2015,"MIN","Timberwolves"
"Ricky Rubio",12365000,2016,"MIN","Timberwolves"
"Ricky Rubio",13550000,2017,"MIN","Timberwolves"
"Ricky Rubio",14275000,2018,"UTA","Jazz"
"Rik Smits",1350000,1991,"IND","Pacers"
"Rik Smits",1350000,1992,"IND","Pacers"
"Rik Smits",2e+06,1993,"IND","Pacers"
"Rik Smits",2500000,1994,"IND","Pacers"
"Rik Smits",3750000,1996,"IND","Pacers"
"Rik Smits",4e+06,1997,"IND","Pacers"
"Robbie Hummel",880000,2015,"MIN","Timberwolves"
"Robbie Hummel",150000,2017,"DEN","Nuggets"
"Robert Archibald",349458,2003,"MEM","Grizzlies"
"Robert Archibald",563679,2004,"ORL","Magic"
"Robert Covington",1e+06,2015,"PHI","Sixers"
"Robert Covington",150000,2015,"HOU","Rockets"
"Robert Covington",1e+06,2016,"PHI","Sixers"
"Robert Covington",1015696,2017,"PHI","Sixers"
"Robert Covington",16698103,2018,"PHI","Sixers"
"Robert Horry",1200000,1994,"HOU","Rockets"
"Robert Horry",1499000,1995,"HOU","Rockets"
"Robert Horry",1601000,1996,"HOU","Rockets"
"Robert Horry",1703000,1997,"PHO","Suns"
"Robert Horry",6e+06,1998,"LAL","Lakers"
"Robert Horry",5e+06,1999,"LAL","Lakers"
"Robert Horry",4800000,2000,"LAL","Lakers"
"Robert Horry",4800000,2001,"LAL","Lakers"
"Robert Horry",5300000,2002,"LAL","Lakers"
"Robert Horry",5300000,2003,"LAL","Lakers"
"Robert Horry",4500000,2004,"SAS","Spurs"
"Robert Horry",3315000,2007,"SAS","Spurs"
"Robert Horry",3630000,2008,"SAS","Spurs"
"Robert Pack",130000,1992,"POR","Trailblazers"
"Robert Pack",250000,1993,"DEN","Nuggets"
"Robert Pack",4e+05,1994,"DEN","Nuggets"
"Robert Pack",1059500,1995,"DEN","Nuggets"
"Robert Pack",1304000,1996,"WAS","Wizards"
"Robert Pack",2700000,1997,"BKN","Nets"
"Robert Pack",3780000,1999,"DAL","Mavericks"
"Robert Pack",4050000,2000,"DAL","Mavericks"
"Robert Pack",4320000,2001,"DEN","Nuggets"
"Robert Pack",965610,2004,"BKN","Nets"
"Robert Parish",2500000,1991,"BOS","Celtics"
"Robert Parish",3e+06,1992,"BOS","Celtics"
"Robert Parish",3513000,1993,"BOS","Celtics"
"Robert Parish",4e+06,1994,"BOS","Celtics"
"Robert Parish",1925000,1995,"CHA","Hornets"
"Robert Parish",2500000,1996,"CHA","Hornets"
"Robert Parish",1e+06,1997,"CHI","Bulls"
"Robert Parish",1150000,1998,"CHI","Bulls"
"Robert Reid",130000,1992,"PHI","Sixers"
"Robert Sacre",473604,2013,"LAL","Lakers"
"Robert Sacre",788872,2014,"LAL","Lakers"
"Robert Sacre",915243,2015,"LAL","Lakers"
"Robert Sacre",981348,2016,"LAL","Lakers"
"Robert Swift",1641360,2005,"OKC","Thunder"
"Robert Swift",1764480,2006,"OKC","Thunder"
"Robert Swift",1887600,2007,"OKC","Thunder"
"Robert Swift",2601113,2008,"OKC","Thunder"
"Robert Swift",3579131,2009,"OKC","Thunder"
"Robert Traylor",1590000,1999,"MIL","Bucks"
"Robert Traylor",2059320,2000,"MIL","Bucks"
"Robert Traylor",2203080,2001,"CLE","Cavaliers"
"Robert Traylor",2793505,2002,"CHA","Hornets"
"Robert Traylor",750000,2003,"NOP","Pelicans"
"Robert Traylor",825000,2004,"NOP","Pelicans"
"Robert Traylor",1600000,2005,"CLE","Cavaliers"
"Robert Upshaw",35000,2016,"LAL","Lakers"
"Robert Werdann",145000,1993,"DEN","Nuggets"
"Robert Werdann",250000,1994,"DEN","Nuggets"
"Robert Werdann",225000,1996,"BKN","Nets"
"Robert Werdann",166000,1997,"BKN","Nets"
"Robert Werdann",7471,2000,"MEM","Grizzlies"
"Robert Whaley",398762,2006,"UTA","Jazz"
"Robert Whaley",83026,2007,"TOR","Raptors"
"Robin Lopez",1623720,2009,"PHO","Suns"
"Robin Lopez",1745520,2010,"PHO","Suns"
"Robin Lopez",2862602,2012,"PHO","Suns"
"Robin Lopez",4899293,2013,"NOP","Pelicans"
"Robin Lopez",5904261,2014,"POR","Trailblazers"
"Robin Lopez",6124728,2015,"POR","Trailblazers"
"Robin Lopez",1.3e+07,2016,"NYK","Knicks"
"Robin Lopez",13219250,2017,"CHI","Bulls"
"Robin Lopez",13788500,2018,"CHI","Bulls"
"Rod Higgins",5e+05,1991,"GSW","Warriors"
"Rod Higgins",550000,1992,"GSW","Warriors"
"Rod Higgins",150000,1994,"SAC","Kings"
"Rod Higgins",15800,1995,"GSW","Warriors"
"Rod Strickland",4e+05,1991,"SAS","Spurs"
"Rod Strickland",4e+05,1992,"SAS","Spurs"
"Rod Strickland",1200000,1993,"POR","Trailblazers"
"Rod Strickland",1560000,1994,"POR","Trailblazers"
"Rod Strickland",1920000,1995,"POR","Trailblazers"
"Rod Strickland",2280000,1996,"POR","Trailblazers"
"Rod Strickland",3036000,1997,"WAS","Wizards"
"Rod Strickland",3450000,1998,"WAS","Wizards"
"Rod Strickland",1e+07,2000,"WAS","Wizards"
"Rod Strickland",1e+07,2001,"WAS","Wizards"
"Rod Strickland",3750000,2002,"WAS","Wizards"
"Rod Strickland",1e+06,2002,"MIA","Heat"
"Rod Strickland",1030000,2003,"MIN","Timberwolves"
"Rod Strickland",887317,2004,"ORL","Magic"
"Rodney Buford",423500,2001,"CHA","Hornets"
"Rodney Buford",481488,2002,"MEM","Grizzlies"
"Rodney Buford",145686,2004,"SAC","Kings"
"Rodney Buford",745046,2005,"BKN","Nets"
"Rodney Carney",1439760,2007,"PHI","Sixers"
"Rodney Carney",1655760,2009,"MIN","Timberwolves"
"Rodney Carney",855189,2010,"PHI","Sixers"
"Rodney Carney",377116,2011,"GSW","Warriors"
"Rodney Carney",274756,2011,"MEM","Grizzlies"
"Rodney Hood",1290360,2015,"UTA","Jazz"
"Rodney Hood",1348440,2016,"UTA","Jazz"
"Rodney Hood",1406520,2017,"UTA","Jazz"
"Rodney Hood",2386864,2018,"UTA","Jazz"
"Rodney McCray",985000,1991,"DAL","Mavericks"
"Rodney McCray",1025000,1992,"DAL","Mavericks"
"Rodney McCray",1075000,1993,"CHI","Bulls"
"Rodney McGruder",543471,2017,"MIA","Heat"
"Rodney McGruder",1312611,2018,"MIA","Heat"
"Rodney Monroe",217000,1992,"ATL","Hawks"
"Rodney Rogers",150000,1994,"DEN","Nuggets"
"Rodney Rogers",1560000,1995,"DEN","Nuggets"
"Rodney Rogers",1920000,1996,"LAC","Clippers"
"Rodney Rogers",2280000,1997,"LAC","Clippers"
"Rodney Rogers",2640000,1998,"LAC","Clippers"
"Rodney Rogers",3e+06,1999,"LAC","Clippers"
"Rodney Rogers",2200000,2001,"PHO","Suns"
"Rodney Rogers",2400000,2002,"PHO","Suns"
"Rodney Rogers",2796000,2003,"BKN","Nets"
"Rodney Rogers",3075600,2004,"BKN","Nets"
"Rodney Rogers",2700000,2005,"NOP","Pelicans"
"Rodney Stuckey",1569600,2008,"DET","Pistons"
"Rodney Stuckey",1687320,2009,"DET","Pistons"
"Rodney Stuckey",1805040,2010,"DET","Pistons"
"Rodney Stuckey",8500000,2012,"DET","Pistons"
"Rodney Stuckey",8500000,2014,"DET","Pistons"
"Rodney Stuckey",1227985,2015,"IND","Pacers"
"Rodney Stuckey",6500000,2016,"IND","Pacers"
"Rodney Stuckey",7e+06,2017,"IND","Pacers"
"Rodney White",1693560,2002,"DET","Pistons"
"Rodney White",1820520,2003,"DEN","Nuggets"
"Rodney White",1947600,2004,"DEN","Nuggets"
"Rodrick Rhodes",639300,1999,"MEM","Grizzlies"
"Rodrick Rhodes",122000,2000,"PHI","Sixers"
"Rodrigue Beaubois",1075440,2010,"DAL","Mavericks"
"Rodrigue Beaubois",1156080,2011,"DAL","Mavericks"
"Rodrigue Beaubois",1236720,2012,"DAL","Mavericks"
"Rodrigue Beaubois",2227333,2013,"DAL","Mavericks"
"Roger Mason",349458,2003,"CHI","Bulls"
"Roger Mason",563679,2004,"TOR","Raptors"
"Roger Mason",203428,2005,"TOR","Raptors"
"Roger Mason",744551,2007,"WAS","Wizards"
"Roger Mason",798328,2008,"WAS","Wizards"
"Roger Mason",3500000,2009,"SAS","Spurs"
"Roger Mason",3780000,2010,"SAS","Spurs"
"Roger Mason",1400000,2011,"NYK","Knicks"
"Roger Mason",1146337,2012,"WAS","Wizards"
"Roger Mason",1223116,2013,"NOP","Pelicans"
"Roko Ukic",1250000,2009,"TOR","Raptors"
"Roko Ukic",303232,2010,"MIL","Bucks"
"Rolando Blackman",1650000,1991,"DAL","Mavericks"
